title,page_url,sektor,subsektor,jenis_regulasi,nomor_regulasi,tanggal_berlaku,filename,file_url,new_filename,doc_id
SEOJK tentang Kerahasiaan dan Keamanan Data dan atau Informasi Pribadi Konsumen,https://www.ojk.go.id/id/regulasi/Pages/SEOJK-tentang-Kerahasiaan-dan-Keamanan-Data-dan-atau-Informasi-Pribadi-Konsumen.aspx,EPK,Peraturan Lainnya,Surat Edaran OJK,14/SEOJK.07/2014,20 Agustus 2014,SEOJK-tentang-Kerahasiaan-dan-Keamanan-Data-dan-atau-Informasi-Pribadi-Konsumen -- SE OJK 14. Kerahasiaan Data dan Informasi.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/SEOJK-tentang-Kerahasiaan-dan-Keamanan-Data-dan-atau-Informasi-Pribadi-Konsumen/SE%20OJK%2014.%20Kerahasiaan%20Data%20dan%20Informasi.pdf,ojk-surat_edaran_ojk-14_seojk_07_2014-20082014-seojk_tentang_kerahasiaan_dan_keamanan_data_dan_atau_informasi_pribadi_konsumen_se_ojk_14_kerahasiaan_data_dan_informasi_pdf.pdf,1434
SEOJK tentang Perjanjian Baku,https://www.ojk.go.id/id/regulasi/Pages/SEOJK-tentang-Perjanjian-Baku.aspx,EPK,Peraturan Lainnya,Surat Edaran OJK,13/SEOJK.07/2014,20 Agustus 2014,SEOJK-tentang-Perjanjian-Baku -- SE OJK 13.Perjanjian Baku.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/SEOJK-tentang-Perjanjian-Baku/SE%20OJK%2013.Perjanjian%20Baku.pdf,ojk-surat_edaran_ojk-13_seojk_07_2014-20082014-seojk_tentang_perjanjian_baku_se_ojk_13_perjanjian_baku_pdf.pdf,1435
SEOJK tentang Penyampaian Informasi dalam Rangka Pemasaran Produk dan/atau Layanan Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/SEOJK-tentang-Penyampaian-Informasi-dalam-Rangka-Pemasaran-Produk-dan-atau-Layanan-Jasa-Keuangan.aspx,EPK,Peraturan Lainnya,Surat Edaran OJK,12/SEOJK.07/2014,24 Juli 2014,SEOJK-tentang-Penyampaian-Informasi-dalam-Rangka-Pemasaran-Produk-dan-atau-Layanan-Jasa-Keuangan -- SEOJK 12. Penyampaian Informasi Dalam Rangka Pemasaran Produk.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/SEOJK-tentang-Penyampaian-Informasi-dalam-Rangka-Pemasaran-Produk-dan-atau-Layanan-Jasa-Keuangan/SEOJK%2012.%20Penyampaian%20Informasi%20Dalam%20Rangka%20Pemasaran%20Produk.pdf,ojk-surat_edaran_ojk-12_seojk_07_2014-24072014-seojk_tentang_penyampaian_informasi_dalam_rangka_pemasaran_produk_dan_atau_layanan_jasa_keuangan_seojk_12_penyampaian_informasi_dalam_rangka_pemasaran_produk_pdf.pdf,1436
SEOJK tentang Kewajiban Penyampaian Laporan kepada Otoritas Jasa Keuangan dan Pengumuman kepada Masyarakat oleh Pelaku Pasar Modal yang Batas Waktunya Jatuh pada Hari Libur,https://www.ojk.go.id/id/regulasi/Pages/SEOJK-tentang-Kewajiban-Penyampaian-Laporan-kepada-OJK-dan-Pengumuman-kepada-Masyarakat-oleh-Pelaku-Pasar-Modal.aspx,Pasar Modal,"Perusahaan Efek,  Wakil Perusahaan Efek,  Lembaga Penunjang Pasar Modal,  Profesi Penunjang Pasar Modal,  Dokumen Publik dan Laporan",Surat Edaran OJK,11/SEOJK.04/2014,24 Juli 2014,SEOJK-tentang-Kewajiban-Penyampaian-Laporan-kepada-OJK-dan-Pengumuman-kepada-Masyarakat-oleh-Pelaku-Pasar-Modal -- SEOJK 11. Kewajiban  Laporan Kepada OJK Oleh Pelaku PM.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/SEOJK-tentang-Kewajiban-Penyampaian-Laporan-kepada-OJK-dan-Pengumuman-kepada-Masyarakat-oleh-Pelaku-Pasar-Modal/SEOJK%2011.%20Kewajiban%20%20Laporan%20Kepada%20OJK%20Oleh%20Pelaku%20PM.pdf,ojk-surat_edaran_ojk-11_seojk_04_2014-24072014-seojk_tentang_kewajiban_penyampaian_laporan_kepada_ojk_dan_pengumuman_kepada_masyarakat_oleh_pelaku_pasar_modal_seojk_11_kewajiban_laporan_kepada_ojk_oleh_pelaku_pm_pdf.pdf,1437
POJK tentang Pembubaran dan Likuidasi Dana Pensiun,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Pembubaran-dan-Likuidasi-Dana-Pensiun.aspx,IKNB,Dana Pensiun,Peraturan OJK,9/POJK.05/2014,21 Juli 2014,POJK-tentang-Pembubaran-dan-Likuidasi-Dana-Pensiun -- POJK 9. Pembubaran dan Likuidasi Dapen.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Pembubaran-dan-Likuidasi-Dana-Pensiun/POJK%209.%20Pembubaran%20dan%20Likuidasi%20Dapen.pdf,ojk-peraturan_ojk-9_pojk_05_2014-21072014-pojk_tentang_pembubaran_dan_likuidasi_dana_pensiun_pojk_9_pembubaran_dan_likuidasi_dapen_pdf.pdf,1438
Penilaian Tingkat Kesehatan Bank Umum Syariah dan Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/Penilaian-Tingkat-Kesehatan-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah.aspx,Perbankan,Perbankan Syariah,Peraturan OJK,8/POJK.03/2014,13 Juni 2014,Penilaian-Tingkat-Kesehatan-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah -- POJK_1404381860.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penilaian-Tingkat-Kesehatan-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah/POJK_1404381860.pdf,ojk-peraturan_ojk-8_pojk_03_2014-13062014-penilaian_tingkat_kesehatan_bank_umum_syariah_dan_unit_usaha_syariah_pojk_1404381860_pdf.pdf,1439
POJK tentang Penilaian Tingkat Kesehatan Bank Umum Syariah dan Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Penilaian-Tingkat-Kesehatan-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah.aspx,"Perbankan,  Syariah","Bank Umum,  BPR,  Perbankan Syariah",Peraturan OJK,8/POJK.03/2014,13 Juni 2014,POJK-tentang-Penilaian-Tingkat-Kesehatan-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah -- pojk 8-2014.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Penilaian-Tingkat-Kesehatan-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah/pojk%208-2014.pdf,ojk-peraturan_ojk-8_pojk_03_2014-13062014-pojk_tentang_penilaian_tingkat_kesehatan_bank_umum_syariah_dan_unit_usaha_syariah_pojk_8_2014_pdf.pdf,1440
SEOJK tentang Penilaian Tingkat Kesehatan Bank Umum Syariah dan Unit Usaha Syariah,https://www.ojk.go.id/id/regulasi/Pages/SEOJK-tentang-Penilaian-Tingkat-Kesehatan-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah.aspx,"Perbankan,  Syariah","Bank Umum,  BPR,  Perbankan Syariah",Surat Edaran OJK,10.SEOJK.03/2014,11 Juni 2014,SEOJK-tentang-Penilaian-Tingkat-Kesehatan-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah -- seojk 10-2014.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/SEOJK-tentang-Penilaian-Tingkat-Kesehatan-Bank-Umum-Syariah-dan-Unit-Usaha-Syariah/seojk%2010-2014.pdf,ojk-surat_edaran_ojk-10_seojk_03_2014-11062014-seojk_tentang_penilaian_tingkat_kesehatan_bank_umum_syariah_dan_unit_usaha_syariah_seojk_10_2014_pdf.pdf,1441
​SEOJK Nomor 9/SEOJK.04/2014 tentang Perubahan Surat Edaran Ketua Bapepam dan LK Nomor SE-16/BL/2012 tentang Penjelasan Peraturan Bapepam dan LK Nomor V.D.3 tentang Pengendalian Internal Perusahaan Efek,https://www.ojk.go.id/id/regulasi/Pages/SEOJK-tentang-Perubahan-SE-Ketua-Bapepam-dan-LK-tentang-Peraturannya-tentang-Pengendalian-Internal-Perusahaan-Efek.aspx,Pasar Modal,"Pasar Modal Syariah,  Bursa Efek,  Perusahaan Efek,  Wakil Perusahaan Efek,  Dokumen Publik dan Laporan",Surat Edaran OJK,9/SEOJK.04/2014,3 Juni 2014,SEOJK-tentang-Perubahan-SE-Ketua-Bapepam-dan-LK-tentang-Peraturannya-tentang-Pengendalian-Internal-Perusahaan-Efek -- SEOJK 9. Pengendalian Internal Perusahaan Efek.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/SEOJK-tentang-Perubahan-SE-Ketua-Bapepam-dan-LK-tentang-Peraturannya-tentang-Pengendalian-Internal-Perusahaan-Efek/SEOJK%209.%20Pengendalian%20Internal%20Perusahaan%20Efek.pdf,ojk-surat_edaran_ojk-9_seojk_04_2014-03062014-seojk_tentang_perubahan_se_ketua_bapepam_dan_lk_tentang_peraturannya_tentang_pengendalian_internal_perusahaan_efek_seojk_9_pengendalian_internal_perusahaan_efek_pdf.pdf,1442
Pencabutan SEOJK Nomor 1/SEOJK.04/2013 tentang Kondisi Lain sebagai Kondisi Pasar yang Berfluktuasi secara Signifikan dalam Pelaksanaan Pembelian Kembali Saham yang Dikeluarkan oleh Emiten atau Perusahaan Publik,https://www.ojk.go.id/id/regulasi/Pages/SEOJK-tentang-Pencabutan-SEOJK-tentang-Kondisi-Lain-sebagai-Kondisi-Pasar-yang-Berfluktuasi-secara-Signifikan.aspx,Pasar Modal,"Pasar Modal Syariah,  Bursa Efek,  Reksa Dana,  Perusahaan Efek,  Wakil Perusahaan Efek,  Lembaga Penunjang Pasar Modal,  Emiten dan Perusahaan Publik,  Dokumen Publik dan Laporan",Surat Edaran OJK,8/SEOJK.04/2014,14 Mei 2014,SEOJK-tentang-Pencabutan-SEOJK-tentang-Kondisi-Lain-sebagai-Kondisi-Pasar-yang-Berfluktuasi-secara-Signifikan -- SEOJK 8. tentang Pencabutan SEOJK 1 2013 (buyback saham).pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/SEOJK-tentang-Pencabutan-SEOJK-tentang-Kondisi-Lain-sebagai-Kondisi-Pasar-yang-Berfluktuasi-secara-Signifikan/SEOJK%208.%20tentang%20Pencabutan%20SEOJK%201%202013%20(buyback%20saham).pdf,ojk-surat_edaran_ojk-8_seojk_04_2014-14052014-seojk_tentang_pencabutan_seojk_tentang_kondisi_lain_sebagai_kondisi_pasar_yang_berfluktuasi_secara_signifikan_seojk_8_tentang_pencabutan_seojk_1_2013_buyback_saham_pdf.pdf,1443
Tata Cara Penyampaian Laporan Secara Elektronik oleh Emiten atau Perusahaan Publik,https://www.ojk.go.id/id/regulasi/Pages/Tata-Cara-Penyampaian-Laporan-Secara-Elektronik-oleh-Emiten-atau-Perusahaan-Publik.aspx,Pasar Modal,"Emiten dan Perusahaan Publik,  Dokumen Publik dan Laporan",Surat Edaran OJK,06/SEOJK.04/2014,24 April 2014,Tata-Cara-Penyampaian-Laporan-Secara-Elektronik-oleh-Emiten-atau-Perusahaan-Publik -- SEOJK6TataCaraPenyampaianLaporanSecaraElektronik1_1399969298.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Tata-Cara-Penyampaian-Laporan-Secara-Elektronik-oleh-Emiten-atau-Perusahaan-Publik/SEOJK6TataCaraPenyampaianLaporanSecaraElektronik1_1399969298.pdf,ojk-surat_edaran_ojk-06_seojk_04_2014-24042014-tata_cara_penyampaian_laporan_secara_elektronik_oleh_emiten_atau_perusahaan_publik_seojk6tatacarapenyampaianlaporansecaraelektronik1_1399969298_pdf.pdf,1444
"​SEOJK tentang Penerapan Pelaksanaan Pertemuan Langsung (Face to Face) dalam Penerimaan Pemegang Efek Reksa Dana melalui Pembukaan Rekening Elektronik, serta Tata Cara Penjualan (Subscription) dan Pembelian Kembali (Redemption) Efek Reksa Dana","https://www.ojk.go.id/id/regulasi/Pages/SEOJK-tentang-Penerapan-Pelaksanaan-Face-to-Face-dalam-Penerimaan-Pemegang-Efek-Reksa-Dana,-serta-Subscription,-Redemption,.aspx",Pasar Modal,"Pasar Modal Syariah,  Bursa Efek,  Reksa Dana,  Perusahaan Efek,  Wakil Perusahaan Efek,  Penasehat Investasi,  Agen Penjual Reksadana,  Lembaga Penunjang Pasar Modal,  Profesi Penunjang Pasar Modal",Surat Edaran OJK,7/SEOJK.04/2014,24 April 2014,"SEOJK-tentang-Penerapan-Pelaksanaan-Face-to-Face-dalam-Penerimaan-Pemegang-Efek-Reksa-Dana,-serta-Subscription,-Redemption, -- SEOJK 7. Penerapan Pelaksanaan Pertemuan Langsung Reksa Dana.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/SEOJK-tentang-Penerapan-Pelaksanaan-Face-to-Face-dalam-Penerimaan-Pemegang-Efek-Reksa-Dana,-serta-Subscription,-Redemption,/SEOJK%207.%20Penerapan%20Pelaksanaan%20Pertemuan%20Langsung%20Reksa%20Dana.pdf",ojk-surat_edaran_ojk-7_seojk_04_2014-24042014-seojk_tentang_penerapan_pelaksanaan_face_to_face_dalam_penerimaan_pemegang_efek_reksa_dana_serta_subscription_redemption__seojk_7_penerapan_pelaksanaan_pertemuan_langsung_reksa_dana_pdf.pdf,1445
SEOJK tentang Tata Cara Penyampaian Laporan Secara Elektronik oleh Emiten atau Perusahaan Publik,https://www.ojk.go.id/id/regulasi/Pages/SEOJK-tentang-Tata-Cara-Penyampaian-Laporan-Secara-Elektronik-oleh-Emiten-atau-Perusahaan-Publik.aspx,Perbankan,"Pasar Modal Syariah,  Emiten dan Perusahaan Publik,  Dokumen Publik dan Laporan",Surat Edaran OJK,6/SEOJK.04.2014,24 April 2014,SEOJK-tentang-Tata-Cara-Penyampaian-Laporan-Secara-Elektronik-oleh-Emiten-atau-Perusahaan-Publik -- SEOJK 6. Tata Cara Penyampaian Laporan Secara Elektronik.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/SEOJK-tentang-Tata-Cara-Penyampaian-Laporan-Secara-Elektronik-oleh-Emiten-atau-Perusahaan-Publik/SEOJK%206.%20Tata%20Cara%20Penyampaian%20Laporan%20Secara%20Elektronik.pdf,ojk-surat_edaran_ojk-6_seojk_04_2014-24042014-seojk_tentang_tata_cara_penyampaian_laporan_secara_elektronik_oleh_emiten_atau_perusahaan_publik_seojk_6_tata_cara_penyampaian_laporan_secara_elektronik_pdf.pdf,1446
Penyelenggaraan Usaha Lembaga Penjaminan,https://www.ojk.go.id/id/regulasi/Pages/Penyelenggaraan-Usaha-Lembaga-Penjaminan.aspx,IKNB,Lembaga Jasa Keuangan Khusus,Peraturan OJK,6/POJK.05/2014,8 April 2014,Penyelenggaraan-Usaha-Lembaga-Penjaminan -- POJK no. 6 th. 2014 ttg. Penyelenggaraan Usaha Lembaga Penjaminan.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Penyelenggaraan-Usaha-Lembaga-Penjaminan/POJK%20no.%206%20th.%202014%20ttg.%20Penyelenggaraan%20Usaha%20Lembaga%20Penjaminan.pdf,ojk-peraturan_ojk-6_pojk_05_2014-08042014-penyelenggaraan_usaha_lembaga_penjaminan_pojk_no_6_th_2014_ttg_penyelenggaraan_usaha_lembaga_penjaminan_pdf.pdf,1447
POJK tentang Pemeriksaan Lembaga Penjaminan,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Pemeriksaan-Lembaga-Penjaminan.aspx,"IKNB,  Syariah","IKNB Syariah,  Asuransi,  Dana Pensiun,  Lembaga Pembiayaan,  Lembaga Jasa Keuangan Khusus,  Lembaga Keuangan Mikro",Peraturan OJK,7/POJK.05/2014,8 April 2014,POJK-tentang-Pemeriksaan-Lembaga-Penjaminan -- pojk 7-2014.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Pemeriksaan-Lembaga-Penjaminan/pojk%207-2014.pdf,ojk-peraturan_ojk-7_pojk_05_2014-08042014-pojk_tentang_pemeriksaan_lembaga_penjaminan_pojk_7_2014_pdf.pdf,1448
POJK tentang Penyelanggaraan Usaha Lembaga Penjaminan,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Penyelanggaraan-Usaha-Lembaga-Penjaminan.aspx,IKNB,"IKNB Syariah,  Lembaga Pembiayaan",Peraturan OJK,6/POJK.05/2014,8 April 2014,POJK-tentang-Penyelanggaraan-Usaha-Lembaga-Penjaminan -- pojk 6-2014.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Penyelanggaraan-Usaha-Lembaga-Penjaminan/pojk%206-2014.pdf,ojk-peraturan_ojk-6_pojk_05_2014-08042014-pojk_tentang_penyelanggaraan_usaha_lembaga_penjaminan_pojk_6_2014_pdf.pdf,1449
POJK tentang Perizinan Usaha dan Kelembagaan Lembaga Penjaminan,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Perizinan-Usaha-dan-Kelembagaan-Lembaga-Penjaminan.aspx,IKNB,"IKNB Syariah,  Asuransi,  Dana Pensiun,  Lembaga Pembiayaan,  Lembaga Jasa Keuangan Khusus,  Lembaga Keuangan Mikro",Peraturan OJK,5/POJK.05/2014,8 April 2014,POJK-tentang-Perizinan-Usaha-dan-Kelembagaan-Lembaga-Penjaminan -- pojk 5-2014.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Perizinan-Usaha-dan-Kelembagaan-Lembaga-Penjaminan/pojk%205-2014.pdf,ojk-peraturan_ojk-5_pojk_05_2014-08042014-pojk_tentang_perizinan_usaha_dan_kelembagaan_lembaga_penjaminan_pojk_5_2014_pdf.pdf,1450
POJK tentang Tata Kelola Perusahaan yang Baik bagi Perusahaan Perasuransian,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Tata-Kelola-Perusahaan-yang-Baik-bagi-Perusahaan-Perasuransian.aspx,IKNB,"IKNB Syariah,  Asuransi,  Dana Pensiun,  Lembaga Pembiayaan,  Lembaga Jasa Keuangan Khusus,  Lembaga Keuangan Mikro",Peraturan OJK,2/POJK.05/2014,8 April 2014,POJK-tentang-Tata-Kelola-Perusahaan-yang-Baik-bagi-Perusahaan-Perasuransian -- pojk 2-2014.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Tata-Kelola-Perusahaan-yang-Baik-bagi-Perusahaan-Perasuransian/pojk%202-2014.pdf,ojk-peraturan_ojk-2_pojk_05_2014-08042014-pojk_tentang_tata_kelola_perusahaan_yang_baik_bagi_perusahaan_perasuransian_pojk_2_2014_pdf.pdf,1451
POJK tentang Tata Cara Penagihan Sanksi Administratif berupa Denda di Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Tata-Cara-Penagihan-Sanksi-Administratif-berupa-Denda-di-Sektor-Jasa-Keuangan.aspx,Pasar Modal,"Pasar Modal Syariah,  Dokumen Publik dan Laporan,  Sanksi,  Peraturan Lainnya",Peraturan OJK,4/POJK.04/2014,1 April 2014,POJK-tentang-Tata-Cara-Penagihan-Sanksi-Administratif-berupa-Denda-di-Sektor-Jasa-Keuangan -- POJK 4. Tata Cara Penagihan sanksi admnistrasi.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Tata-Cara-Penagihan-Sanksi-Administratif-berupa-Denda-di-Sektor-Jasa-Keuangan/POJK%204.%20Tata%20Cara%20Penagihan%20sanksi%20admnistrasi.pdf,ojk-peraturan_ojk-4_pojk_04_2014-01042014-pojk_tentang_tata_cara_penagihan_sanksi_administratif_berupa_denda_di_sektor_jasa_keuangan_pojk_4_tata_cara_penagihan_sanksi_admnistrasi_pdf.pdf,1452
SEOJK tentang Laporan Keuangan Bulanan Badan Penyelenggara Jaminan Sosial dan Laporan Keuangan Dana Jaminan Sosial,https://www.ojk.go.id/id/regulasi/Pages/SEOJK-tentang-Laporan-Keuangan-Bulanan-Badan-Penyelenggara-Jamsos-dan-Laporan-Keuangan-Dana-Jamsos.aspx,IKNB,"IKNB Syariah,  Asuransi,  Dana Pensiun,  Lembaga Pembiayaan,  Lembaga Jasa Keuangan Khusus,  Lembaga Keuangan Mikro",Surat Edaran OJK,5/SEOJK.05/014,1 April 2014,SEOJK-tentang-Laporan-Keuangan-Bulanan-Badan-Penyelenggara-Jamsos-dan-Laporan-Keuangan-Dana-Jamsos -- seojk 5-2014.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/SEOJK-tentang-Laporan-Keuangan-Bulanan-Badan-Penyelenggara-Jamsos-dan-Laporan-Keuangan-Dana-Jamsos/seojk%205-2014.pdf,ojk-surat_edaran_ojk-5_seojk_05_014-01042014-seojk_tentang_laporan_keuangan_bulanan_badan_penyelenggara_jamsos_dan_laporan_keuangan_dana_jamsos_seojk_5_2014_pdf.pdf,1453
"SEOJK tentang Tata Cara Pelaksanaan Penilaian Kemampuan Perusahaan Perasuransian, Dana Pensiun, Pembiayaan, dan Penjaminan","https://www.ojk.go.id/id/regulasi/Pages/SEOJK-tentang-Tata-Cara-Pelaksanaan-Penilaian-Kemampuan-Perusahaan-Perasuransian,-Dana-Pensiun,-Pembiayaan,-dan-Penjaminan.aspx",IKNB,"IKNB Syariah,  Asuransi,  Dana Pensiun,  Lembaga Pembiayaan,  Lembaga Jasa Keuangan Khusus,  Lembaga Keuangan Mikro",Surat Edaran OJK,3/SEOJK.05/2014,14 Maret 2014,"SEOJK-tentang-Tata-Cara-Pelaksanaan-Penilaian-Kemampuan-Perusahaan-Perasuransian,-Dana-Pensiun,-Pembiayaan,-dan-Penjaminan -- SEOJK 3. Pedoman Fit Proeprttest IKNB.pdf","https://www.ojk.go.id/id/regulasi/Documents/Pages/SEOJK-tentang-Tata-Cara-Pelaksanaan-Penilaian-Kemampuan-Perusahaan-Perasuransian,-Dana-Pensiun,-Pembiayaan,-dan-Penjaminan/SEOJK%203.%20Pedoman%20Fit%20Proeprttest%20IKNB.pdf",ojk-surat_edaran_ojk-3_seojk_05_2014-14032014-seojk_tentang_tata_cara_pelaksanaan_penilaian_kemampuan_perusahaan_perasuransian_dana_pensiun_pembiayaan_dan_penjaminan_seojk_3_pedoman_fit_proeprttest_iknb_pdf.pdf,1454
SEOJK tentang Pelayanan dan Penyelesaian Pengaduan Konsumen pada Pelaku Usaha Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/SEOJK-tentang-Pelayanan-dan-Penyelesaian-Pengaduan-Konsumen-pada-Pelaku-Usaha-Jasa-Keuangan.aspx,EPK,Peraturan Lainnya,Surat Edaran OJK,2/SEOJK.07/2014,14 Februari 2014,SEOJK-tentang-Pelayanan-dan-Penyelesaian-Pengaduan-Konsumen-pada-Pelaku-Usaha-Jasa-Keuangan -- seojk 2-2014.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/SEOJK-tentang-Pelayanan-dan-Penyelesaian-Pengaduan-Konsumen-pada-Pelaku-Usaha-Jasa-Keuangan/seojk%202-2014.pdf,ojk-surat_edaran_ojk-2_seojk_07_2014-14022014-seojk_tentang_pelayanan_dan_penyelesaian_pengaduan_konsumen_pada_pelaku_usaha_jasa_keuangan_seojk_2_2014_pdf.pdf,1455
SEOJK tentang Pelaksanaan Edukasi dalam Rangka Menigkatkan Literasi Keuangan kepada Konsumen dan Masyarakat,https://www.ojk.go.id/id/regulasi/Pages/SEOJK-tentang-Pelaksanaan-Edukasi-dalam-Rangka-Menigkatkan-Literasi-Keuangan-kepada-Konsumen-dan-Masyarakat.aspx,EPK,Peraturan Lainnya,Surat Edaran OJK,1/SEOJK.07/2014,14 Februari 2014,SEOJK-tentang-Pelaksanaan-Edukasi-dalam-Rangka-Menigkatkan-Literasi-Keuangan-kepada-Konsumen-dan-Masyarakat -- seojk 1-2014.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/SEOJK-tentang-Pelaksanaan-Edukasi-dalam-Rangka-Menigkatkan-Literasi-Keuangan-kepada-Konsumen-dan-Masyarakat/seojk%201-2014.pdf,ojk-surat_edaran_ojk-1_seojk_07_2014-14022014-seojk_tentang_pelaksanaan_edukasi_dalam_rangka_menigkatkan_literasi_keuangan_kepada_konsumen_dan_masyarakat_seojk_1_2014_pdf.pdf,1456
Peraturan Pemerintah Nomor 11 Tahun 2014 tentang Pungutan oleh Otoritas Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/Peraturan-Pemerintah-Nomor-11-Tahun-2014-tentang-Pungutan-oleh-Otoritas-Jasa-Keuangan.aspx,"Perbankan,  Pasar Modal,  IKNB,  Syariah,  EPK",Peraturan Lainnya,Peraturan Pemerintah,11 Tahun 2014,12 Februari 2014,Peraturan-Pemerintah-Nomor-11-Tahun-2014-tentang-Pungutan-oleh-Otoritas-Jasa-Keuangan -- PP 11 Tahun 2014 - Pungutan oleh OJK.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/Peraturan-Pemerintah-Nomor-11-Tahun-2014-tentang-Pungutan-oleh-Otoritas-Jasa-Keuangan/PP%2011%20Tahun%202014%20-%20Pungutan%20oleh%20OJK.pdf,ojk-peraturan_pemerintah-11_tahun_2014-12022014-peraturan_pemerintah_nomor_11_tahun_2014_tentang_pungutan_oleh_otoritas_jasa_keuangan_pp_11_tahun_2014_pungutan_oleh_ojk_pdf.pdf,1457
POJK tentang Lembaga Alternatif Penyelesaian Sengketa di Sektor Jasa Keuangan,https://www.ojk.go.id/id/regulasi/Pages/POJK-tentang-Lembaga-Alternatif-Penyelesaian-Sengketa-di-Sektor-Jasa-Keuangan.aspx,EPK,Peraturan Lainnya,Peraturan OJK,1/POJK.07/2014,23 Januari 2014,POJK-tentang-Lembaga-Alternatif-Penyelesaian-Sengketa-di-Sektor-Jasa-Keuangan -- POJK 1. Lembaga Alternatif Penyelesaian Sengketa di Sektor Jasa Keuangan.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/POJK-tentang-Lembaga-Alternatif-Penyelesaian-Sengketa-di-Sektor-Jasa-Keuangan/POJK%201.%20Lembaga%20Alternatif%20Penyelesaian%20Sengketa%20di%20Sektor%20Jasa%20Keuangan.pdf,ojk-peraturan_ojk-1_pojk_07_2014-23012014-pojk_tentang_lembaga_alternatif_penyelesaian_sengketa_di_sektor_jasa_keuangan_pojk_1_lembaga_alternatif_penyelesaian_sengketa_di_sektor_jasa_keuangan_pdf.pdf,1458
"SEOJK tentang Kriteria Pernyataan Tertulis oleh Otoritas Jasa Keuangan dan Tata Cara Penentuan Nilai Aset Pemodal yang Hilang, dalam Rangka Penggunaan Dana Perlindungan Pemodal",https://www.ojk.go.id/id/regulasi/Pages/SEOJK-tentang-Kriteria-Pernyataan-Tertulis-oleh-OJK-dan-Tata-Cara-Penentuan-Nilai-Aset-Pemodal-yang-Hilang.aspx,IKNB,"Asuransi,  Dana Pensiun,  Lembaga Pembiayaan,  Lembaga Jasa Keuangan Khusus,  Lembaga Keuangan Mikro",Surat Edaran OJK,18/SEOJK.04/2013,31 Desember 2013,SEOJK-tentang-Kriteria-Pernyataan-Tertulis-oleh-OJK-dan-Tata-Cara-Penentuan-Nilai-Aset-Pemodal-yang-Hilang -- SEOJK 18. Kriteria Pernyataan Tertulis OJK.pdf,https://www.ojk.go.id/id/regulasi/Documents/Pages/SEOJK-tentang-Kriteria-Pernyataan-Tertulis-oleh-OJK-dan-Tata-Cara-Penentuan-Nilai-Aset-Pemodal-yang-Hilang/SEOJK%2018.%20Kriteria%20Pernyataan%20Tertulis%20OJK.pdf,ojk-surat_edaran_ojk-18_seojk_04_2013-31122013-seojk_tentang_kriteria_pernyataan_tertulis_oleh_ojk_dan_tata_cara_penentuan_nilai_aset_pemodal_yang_hilang_seojk_18_kriteria_pernyataan_tertulis_ojk_pdf.pdf,1459
